Module	Section	Sample Name	Source
Picard	AlignmentSummaryMetrics	UG1_ANA0-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	UG1_ANA1-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	UG1_ANA0-HG006_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG006_DBC0_0/align/ug/alignqc/picard/picard/picard/.alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	UG1_ANA1-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	UG1_ANA0-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	UG1_ANA0-HG002_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.alignment_summary_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA0-HG003_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG003_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA0-HG001_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG001_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA0-HG007_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG007_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA0-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA1-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA0-HG006_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG006_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA1-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA0-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	BaseDistributionByCycle	UG1_ANA0-HG002_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.base_distribution_by_cycle_metrics.txt
Picard	GcBiasMetrics	UG1_ANA0-HG003_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA0-HG001_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA0-HG007_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA0-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA1-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA0-HG006_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA1-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA0-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	GcBiasMetrics	UG1_ANA0-HG002_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.gc_bias.summary_metrics.txt
Picard	Histogram	UG1_ANA0-HG003_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG003_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA0-HG001_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG001_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA0-HG007_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG007_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA0-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA1-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA0-HG006_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG006_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA1-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA0-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	Histogram	UG1_ANA0-HG002_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_distribution_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA0-HG003_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG003_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA0-HG001_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG001_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA0-HG007_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG007_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA0-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA1-HG005_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG005_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA0-HG006_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG006_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA1-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA0-HG004_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG004_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Picard	QualityYieldMetrics	UG1_ANA0-HG002_DBC0_0	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/picard/picard/picard/.quality_yield_metrics.txt
Mosdepth	summary	UG1_ANA0-HG003_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG003_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG003_DBC0_0.ug/UG1_ANA0-HG003_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA0-HG001_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG001_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG001_DBC0_0.ug/UG1_ANA0-HG001_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA0-HG007_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG007_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG007_DBC0_0.ug/UG1_ANA0-HG007_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA0-HG005_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG005_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG005_DBC0_0.ug/UG1_ANA0-HG005_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA1-HG005_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG005_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA1-HG005_DBC0_0.ug/UG1_ANA1-HG005_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA0-HG006_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG006_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG006_DBC0_0.ug/UG1_ANA0-HG006_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA1-HG004_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG004_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA1-HG004_DBC0_0.ug/UG1_ANA1-HG004_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA0-HG004_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG004_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG004_DBC0_0.ug/UG1_ANA0-HG004_DBC0_0.md.mosdepth.summary.txt
Mosdepth	summary	UG1_ANA0-HG002_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG002_DBC0_0.ug/UG1_ANA0-HG002_DBC0_0.md.mosdepth.summary.txt
Mosdepth	genome_results	UG1_ANA0-HG003_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG003_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG003_DBC0_0.ug/UG1_ANA0-HG003_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA0-HG001_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG001_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG001_DBC0_0.ug/UG1_ANA0-HG001_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA0-HG007_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG007_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG007_DBC0_0.ug/UG1_ANA0-HG007_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA0-HG005_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG005_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG005_DBC0_0.ug/UG1_ANA0-HG005_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA1-HG005_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG005_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA1-HG005_DBC0_0.ug/UG1_ANA1-HG005_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA0-HG006_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG006_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG006_DBC0_0.ug/UG1_ANA0-HG006_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA1-HG004_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA1-HG004_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA1-HG004_DBC0_0.ug/UG1_ANA1-HG004_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA0-HG004_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG004_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG004_DBC0_0.ug/UG1_ANA0-HG004_DBC0_0.md.mosdepth.region.dist.txt
Mosdepth	genome_results	UG1_ANA0-HG002_DBC0_0.md	/fsx/analysis_results/ubuntu/ug/daylily/results/day/hg38/UG1_ANA0-HG002_DBC0_0/align/ug/alignqc/mosdepth/UG1_ANA0-HG002_DBC0_0.ug/UG1_ANA0-HG002_DBC0_0.md.mosdepth.region.dist.txt
