chrom	length	bases	mean	min	max
chr1_KI270713v1_random_region	40745	2454624	60.24	2	110
chr1_KI270714v1_random	41717	911984	21.86	2	38
chr1_KI270714v1_random_region	41717	911984	21.86	2	38
chr2_KI270715v1_random	161471	4728565	29.28	7	96
chr2_KI270715v1_random_region	161471	4728565	29.28	7	96
chr2_KI270716v1_random	153799	5661586	36.81	2	191
chr2_KI270716v1_random_region	153799	5661586	36.81	2	191
chr3_GL000221v1_random	155397	14048095	90.40	0	190
chr3_GL000221v1_random_region	155397	14048095	90.40	0	190
chr4_GL000008v2_random	209709	20230394	96.47	10	931
chr4_GL000008v2_random_region	209709	20230394	96.47	10	931
chr5_GL000208v1_random	92689	5153780	55.60	27	113
chr5_GL000208v1_random_region	92689	5153780	55.60	27	113
chr9_KI270717v1_random	40062	566422	14.14	0	28
chr9_KI270717v1_random_region	40062	566422	14.14	0	28
chr9_KI270718v1_random	38054	1680175	44.15	0	90
chr9_KI270718v1_random_region	38054	1680175	44.15	0	90
chr9_KI270719v1_random	176845	6255617	35.37	1	93
chr9_KI270719v1_random_region	176845	6255617	35.37	1	93
chr9_KI270720v1_random	39050	1134047	29.04	11	48
chr9_KI270720v1_random_region	39050	1134047	29.04	11	48
chr11_KI270721v1_random	100316	1072079	10.69	0	27
chr11_KI270721v1_random_region	100316	1072079	10.69	0	27
chr14_GL000009v2_random	201709	18709826	92.76	4	171
chr14_GL000009v2_random_region	201709	18709826	92.76	4	171
chr14_GL000225v1_random	211173	74311344	351.90	1	1157
chr14_GL000225v1_random_region	211173	74311344	351.90	1	1157
chr14_KI270722v1_random	194050	8461735	43.61	9	94
chr14_KI270722v1_random_region	194050	8461735	43.61	9	94
chr14_GL000194v1_random	191469	20205596	105.53	8	192
chr14_GL000194v1_random_region	191469	20205596	105.53	8	192
chr14_KI270723v1_random	38115	3425285	89.87	15	138
chr14_KI270723v1_random_region	38115	3425285	89.87	15	138
chr14_KI270724v1_random	39555	1714242	43.34	5	83
chr14_KI270724v1_random_region	39555	1714242	43.34	5	83
chr14_KI270725v1_random	172810	5836853	33.78	3	62
chr14_KI270725v1_random_region	172810	5836853	33.78	3	62
chr15_KI270727v1_random	448248	7523430	16.78	0	67
chr15_KI270727v1_random_region	448248	7523430	16.78	0	67
chr16_KI270728v1_random	1872759	24331156	12.99	0	76
chr16_KI270728v1_random_region	1872759	24331156	12.99	0	76
chr17_GL000205v2_random	185591	18988486	102.31	0	191
chr17_GL000205v2_random_region	185591	18988486	102.31	0	191
chr17_KI270729v1_random	280839	22375679	79.67	0	1404
chr17_KI270729v1_random_region	280839	22375679	79.67	0	1404
chr17_KI270730v1_random	112551	6204573	55.13	1	166
chr17_KI270730v1_random_region	112551	6204573	55.13	1	166
chr22_KI270731v1_random	150754	407029	2.70	0	10
chr22_KI270731v1_random_region	150754	407029	2.70	0	10
chr22_KI270732v1_random	41543	4273282	102.86	33	138
chr22_KI270732v1_random_region	41543	4273282	102.86	33	138
chr22_KI270733v1_random	179772	68604670	381.62	0	1763
chr22_KI270733v1_random_region	179772	68604670	381.62	0	1763
chr22_KI270734v1_random	165050	3928609	23.80	0	276
chr22_KI270734v1_random_region	165050	3928609	23.80	0	276
chr22_KI270735v1_random	42811	4326566	101.06	47	144
chr22_KI270735v1_random_region	42811	4326566	101.06	47	144
chr22_KI270736v1_random	181920	17935401	98.59	0	266
chr22_KI270736v1_random_region	181920	17935401	98.59	0	266
chr22_KI270737v1_random	103838	4156884	40.03	0	151
chr22_KI270737v1_random_region	103838	4156884	40.03	0	151
chr22_KI270738v1_random	99375	2937062	29.56	0	61
chr22_KI270738v1_random_region	99375	2937062	29.56	0	61
chr22_KI270739v1_random	73985	203086	2.74	0	12
chr22_KI270739v1_random_region	73985	203086	2.74	0	12
chrUn_KI270304v1	2165	1816	0.84	0	1
chrUn_KI270304v1_region	2165	1816	0.84	0	1
chrUn_KI270322v1	21476	1190	0.06	0	1
chrUn_KI270322v1_region	21476	1190	0.06	0	1
chrUn_KI270320v1	4416	2360	0.53	0	1
chrUn_KI270320v1_region	4416	2360	0.53	0	1
chrUn_KI270310v1	1201	4001	3.33	0	5
chrUn_KI270310v1_region	1201	4001	3.33	0	5
chrUn_KI270316v1	1444	1430	0.99	0	2
chrUn_KI270316v1_region	1444	1430	0.99	0	2
chrUn_KI270315v1	2276	1862	0.82	0	1
chrUn_KI270315v1_region	2276	1862	0.82	0	1
chrUn_KI270312v1	998	682	0.68	0	1
chrUn_KI270312v1_region	998	682	0.68	0	1
chrUn_KI270311v1	12399	4657	0.38	0	4
chrUn_KI270311v1_region	12399	4657	0.38	0	4
chrUn_KI270317v1	37690	1313	0.03	0	1
chrUn_KI270317v1_region	37690	1313	0.03	0	1
chrUn_KI270412v1	1179	621	0.53	0	2
chrUn_KI270412v1_region	1179	621	0.53	0	2
chrUn_KI270411v1	2646	1477	0.56	0	2
chrUn_KI270411v1_region	2646	1477	0.56	0	2
chrUn_KI270414v1	2489	4770	1.92	0	2
chrUn_KI270414v1_region	2489	4770	1.92	0	2
chrUn_KI270418v1	2145	8056	3.76	0	6
chrUn_KI270418v1_region	2145	8056	3.76	0	6
chrUn_KI270420v1	2321	4597	1.98	1	3
chrUn_KI270420v1_region	2321	4597	1.98	1	3
chrUn_KI270417v1	2043	9543	4.67	0	6
chrUn_KI270417v1_region	2043	9543	4.67	0	6
chrUn_KI270422v1	1445	1445	1.00	1	1
chrUn_KI270422v1_region	1445	1445	1.00	1	1
chrUn_KI270429v1	1361	6152	4.52	3	5
chrUn_KI270429v1_region	1361	6152	4.52	3	5
chrUn_KI270442v1	392061	31161755	79.48	0	267
chrUn_KI270442v1_region	392061	31161755	79.48	0	267
chrUn_KI270466v1	1233	93008	75.43	10	96
chrUn_KI270466v1_region	1233	93008	75.43	10	96
chrUn_KI270465v1	1774	29783	16.79	7	26
chrUn_KI270465v1_region	1774	29783	16.79	7	26
chrUn_KI270467v1	3920	41364874	10552.26	6	13274
chrUn_KI270467v1_region	3920	41364874	10552.26	6	13274
chrUn_KI270435v1	92983	5476794	58.90	29	124
chrUn_KI270435v1_region	92983	5476794	58.90	29	124
chrUn_KI270438v1	112505	126435093	1123.82	0	12089
chrUn_KI270438v1_region	112505	126435093	1123.82	0	12089
chrUn_KI270468v1	4055	73418	18.11	11	22
chrUn_KI270468v1_region	4055	73418	18.11	11	22
chrUn_KI270510v1	2415	9660	4.00	4	4
chrUn_KI270510v1_region	2415	9660	4.00	4	4
chrUn_KI270509v1	2318	1392	0.60	0	2
chrUn_KI270509v1_region	2318	1392	0.60	0	2
chrUn_KI270518v1	2186	2186	1.00	1	1
chrUn_KI270518v1_region	2186	2186	1.00	1	1
chrUn_KI270508v1	1951	989	0.51	0	1
chrUn_KI270508v1_region	1951	989	0.51	0	1
chrUn_KI270516v1	1300	1300	1.00	1	1
chrUn_KI270516v1_region	1300	1300	1.00	1	1
chrUn_KI270512v1	22689	520581	22.94	0	58
chrUn_KI270512v1_region	22689	520581	22.94	0	58
chrUn_KI270519v1	138126	7669722	55.53	0	246
chrUn_KI270519v1_region	138126	7669722	55.53	0	246
chrUn_KI270522v1	5674	42896	7.56	4	9
chrUn_KI270522v1_region	5674	42896	7.56	4	9
chrUn_KI270511v1	8127	398047	48.98	0	56
chrUn_KI270511v1_region	8127	398047	48.98	0	56
chrUn_KI270515v1	6361	226268	35.57	16	45
chrUn_KI270515v1_region	6361	226268	35.57	16	45
chrUn_KI270507v1	5353	80869	15.11	11	21
chrUn_KI270507v1_region	5353	80869	15.11	11	21
chrUn_KI270517v1	3253	24504	7.53	5	8
chrUn_KI270517v1_region	3253	24504	7.53	5	8
chrUn_KI270529v1	1899	1899	1.00	1	1
chrUn_KI270529v1_region	1899	1899	1.00	1	1
chrUn_KI270530v1	2168	2365	1.09	1	2
chrUn_KI270530v1_region	2168	2365	1.09	1	2
chrUn_KI270538v1	91309	4888970	53.54	0	205
chrUn_KI270538v1_region	91309	4888970	53.54	0	205
chrUn_KI270544v1	1202	261	0.22	0	1
chrUn_KI270544v1_region	1202	261	0.22	0	1
chrUn_KI270548v1	1599	322	0.20	0	1
chrUn_KI270548v1_region	1599	322	0.20	0	1
chrUn_KI270583v1	1400	1397	1.00	0	1
chrUn_KI270583v1_region	1400	1397	1.00	0	1
chrUn_KI270587v1	2969	9226	3.11	0	5
chrUn_KI270587v1_region	2969	9226	3.11	0	5
chrUn_KI270580v1	1553	2385	1.54	0	2
chrUn_KI270580v1_region	1553	2385	1.54	0	2
chrUn_KI270581v1	7046	6590	0.94	0	4
chrUn_KI270581v1_region	7046	6590	0.94	0	4
chrUn_KI270579v1	31033	495698	15.97	4	25
chrUn_KI270579v1_region	31033	495698	15.97	4	25
chrUn_KI270589v1	44474	663837	14.93	0	52
chrUn_KI270589v1_region	44474	663837	14.93	0	52
chrUn_KI270590v1	4685	286468	61.15	0	71
chrUn_KI270590v1_region	4685	286468	61.15	0	71
chrUn_KI270584v1	4513	69904	15.49	6	19
chrUn_KI270584v1_region	4513	69904	15.49	6	19
chrUn_KI270582v1	6504	5905	0.91	0	3
chrUn_KI270582v1_region	6504	5905	0.91	0	3
chrUn_KI270588v1	6158	76120	12.36	0	15
chrUn_KI270588v1_region	6158	76120	12.36	0	15
chrUn_KI270591v1	5796	617829	106.60	14	141
chrUn_KI270591v1_region	5796	617829	106.60	14	141
chrUn_KI270330v1	1652	3536	2.14	0	8
chrUn_KI270330v1_region	1652	3536	2.14	0	8
chrUn_KI270329v1	1040	1163	1.12	0	2
chrUn_KI270329v1_region	1040	1163	1.12	0	2
chrUn_KI270333v1	2699	2297663	851.30	35	1106
chrUn_KI270333v1_region	2699	2297663	851.30	35	1106
chrUn_KI270336v1	1026	23967	23.36	0	27
chrUn_KI270336v1_region	1026	23967	23.36	0	27
chrUn_KI270337v1	1121	62739	55.97	0	69
chrUn_KI270337v1_region	1121	62739	55.97	0	69
chrUn_KI270364v1	2855	481	0.17	0	1
chrUn_KI270364v1_region	2855	481	0.17	0	1
chrUn_KI270366v1	8320	2012	0.24	0	2
chrUn_KI270366v1_region	8320	2012	0.24	0	2
chrUn_KI270390v1	2387	157	0.07	0	1
chrUn_KI270390v1_region	2387	157	0.07	0	1
chrUn_KI270396v1	1880	1484	0.79	0	1
chrUn_KI270396v1_region	1880	1484	0.79	0	1
chrUn_KI270388v1	1216	593	0.49	0	2
chrUn_KI270388v1_region	1216	593	0.49	0	2
chrUn_KI270394v1	970	245	0.25	0	1
chrUn_KI270394v1_region	970	245	0.25	0	1
chrUn_KI270386v1	1788	1727	0.97	0	1
chrUn_KI270386v1_region	1788	1727	0.97	0	1
chrUn_KI270382v1	4215	18777	4.45	2	5
chrUn_KI270382v1_region	4215	18777	4.45	2	5
chrUn_KI270371v1	2805	659	0.23	0	1
chrUn_KI270371v1_region	2805	659	0.23	0	1
chrUn_KI270448v1	7992	222178	27.80	11	36
chrUn_KI270448v1_region	7992	222178	27.80	11	36
chrUn_KI270521v1	7642	84302	11.03	5	14
chrUn_KI270521v1_region	7642	84302	11.03	5	14
chrUn_GL000195v1	182896	14155302	77.40	2	167
chrUn_GL000195v1_region	182896	14155302	77.40	2	167
chrUn_GL000219v1	179198	6804663	37.97	9	82
chrUn_GL000219v1_region	179198	6804663	37.97	9	82
chrUn_GL000220v1	161802	95205646	588.41	0	2441
chrUn_GL000220v1_region	161802	95205646	588.41	0	2441
chrUn_GL000224v1	179693	24503498	136.36	10	1370
chrUn_GL000224v1_region	179693	24503498	136.36	10	1370
chrUn_KI270741v1	157432	323913	2.06	0	12
chrUn_KI270741v1_region	157432	323913	2.06	0	12
chrUn_GL000226v1	15008	17381112	1158.12	558	1544
chrUn_GL000226v1_region	15008	17381112	1158.12	558	1544
chrUn_GL000213v1	164239	2367880	14.42	0	43
chrUn_GL000213v1_region	164239	2367880	14.42	0	43
chrUn_KI270743v1	210658	7749824	36.79	5	128
chrUn_KI270743v1_region	210658	7749824	36.79	5	128
chrUn_KI270744v1	168472	19789887	117.47	9	510
chrUn_KI270744v1_region	168472	19789887	117.47	9	510
chrUn_KI270745v1	41891	248612	5.93	0	14
chrUn_KI270745v1_region	41891	248612	5.93	0	14
chrUn_KI270746v1	66486	6098826	91.73	13	172
chrUn_KI270746v1_region	66486	6098826	91.73	13	172
chrUn_KI270747v1	198735	5282814	26.58	0	66
chrUn_KI270747v1_region	198735	5282814	26.58	0	66
chrUn_KI270748v1	93321	1747778	18.73	2	30
chrUn_KI270748v1_region	93321	1747778	18.73	2	30
chrUn_KI270749v1	158759	9291722	58.53	6	90
chrUn_KI270749v1_region	158759	9291722	58.53	6	90
chrUn_KI270750v1	148850	6977926	46.88	1	80
chrUn_KI270750v1_region	148850	6977926	46.88	1	80
chrUn_KI270751v1	150742	17067097	113.22	0	303
chrUn_KI270751v1_region	150742	17067097	113.22	0	303
chrUn_KI270753v1	62944	1639013	26.04	0	65
chrUn_KI270753v1_region	62944	1639013	26.04	0	65
chrUn_KI270754v1	40191	4793798	119.28	2	239
chrUn_KI270754v1_region	40191	4793798	119.28	2	239
chrUn_KI270755v1	36723	494209	13.46	1	20
chrUn_KI270755v1_region	36723	494209	13.46	1	20
chrUn_KI270756v1	79590	5743477	72.16	2	161
chrUn_KI270756v1_region	79590	5743477	72.16	2	161
chrUn_KI270757v1	71251	7171482	100.65	0	297
chrUn_KI270757v1_region	71251	7171482	100.65	0	297
chrUn_GL000214v1	137718	15512579	112.64	0	481
chrUn_GL000214v1_region	137718	15512579	112.64	0	481
chrUn_KI270742v1	186739	12220325	65.44	1	238
chrUn_KI270742v1_region	186739	12220325	65.44	1	238
chrUn_GL000216v2	176608	34027414	192.67	4	905
chrUn_GL000216v2_region	176608	34027414	192.67	4	905
chrUn_GL000218v1	161147	7993534	49.60	7	84
chrUn_GL000218v1_region	161147	7993534	49.60	7	84
chrEBV	171823	391462130	2278.29	263	3767
chrEBV_region	171823	391462130	2278.29	263	3767
total	3099759040	103180439883	33.29	0	20622
total_region	3099759040	103180439883	33.29	0	20622
