mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller	ILMN_cov	ONT_cov	UG_cov
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods10xIds15x_HG006_sup-PAY77227_0	336562667.0	336539256.0	97.0	23314.0	62.0	0.9966016201081496	0.995856648583999	0.9999998157718974	0.0026522929500342	0.9973477070499658	0.9973477070499658	HG006	giabHC_x_clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	336562667.0	336562664.0	0.0	3.0	1.0	0.8571428571428571	1.0	0.9999999970287852	0.25	0.75	0.75	HG006	giabHC_x_clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds15x_HG006_sup-PAY77227_0	336562667.0	336538967.0	81.0	23619.0	49.0	0.997255531160277	0.9965822784810128	0.99999985440024	0.0020703058982592	0.9979296941017408	0.9979296941017408	HG006	giabHC_x_clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	336562667.0	336562667.0	0.0	0.0	2.0			0.9999999940575705	1.0	0.0	0.0	HG006	giabHC_x_clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds15x_HG006_sup-PAY77227_0	336562667.0	336560700.0	4.0	1963.0	4.0	0.9979664463650229	0.9979664463650229	0.9999999881150712	0.0020335536349771	0.9979664463650229	0.9979664463650229	HG006	giabHC_x_clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_gt50	Indel_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	336562667.0	336562640.0	0.0	27.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG006	giabHC_x_clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-All	All	Ods10xIds15x_HG006_sup-PAY77227_0	336562667.0	336135373.0	564.0	426730.0	869.0	0.998323766833978	0.9986800657158772	0.9999974147387536	0.0020322779052336	0.9979677220947664	0.9979677220947664	HG006	giabHC_x_clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPts	SNPts	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3086002160.0	2677.0	2281564.0	430291.0	0.9133387348841976	0.9988280571095608	0.9998605862895652	0.1586703566377995	0.8413296433622004	0.8413296433622004	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPtv	SNPtv	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3087203355.0	1565.0	1081481.0	380455.0	0.8498928479651329	0.998555001357283	0.9998767790533272	0.2602405303652143	0.7397594696347857	0.7397594696347857	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3088065344.0	1616.0	219441.0	202649.0	0.6823976478161291	0.9926896682756032	0.999934381018597	0.4801085076642422	0.5198914923357578	0.5198914923357578	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3088286359.0	23.0	19.0	2581.0	0.0143830431491294	0.4523809523809524	0.9999991642621366	0.9926923076923077	0.0073076923076923	0.0073076923076923	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3088064800.0	1308.0	220293.0	217040.0	0.6686344914665201	0.99409749956002	0.9999297214401908	0.4962808660677333	0.5037191339322666	0.5037191339322667	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3088286363.0	32.0	6.0	3334.0	0.0035523978685612	0.1578947368421052	0.9999989204380654	0.9982035928143712	0.0017964071856287	0.0017964071856287	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3088259546.0	118.0	26737.0	49371.0	0.5193516117440246	0.9956060323962018	0.9999840135811128	0.6486965890576549	0.3513034109423451	0.3513034109423451	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_gt50	Indel_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3088285258.0	35.0	1108.0	2196.0	0.4983134697548909	0.9693788276465442	0.9999992889262956	0.6646489104116223	0.3353510895883776	0.3353510895883777	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-All	All	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401.0	3084448378.0	7374.0	3830649.0	1287917.0	0.8553812171128987	0.9980786983298432	0.999582622467744	0.2516167614132552	0.7483832385867448	0.7483832385867448	HG006	hg38	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPts	SNPts	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331336495.0	98.0	251517.0	257.0	0.9992947799812868	0.9996105160662124	0.9999992243540796	0.0010207567103831	0.9989792432896168	0.9989792432896168	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPtv	SNPtv	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331475836.0	52.0	112222.0	121.0	0.999229800059657	0.9995368473555766	0.9999996349659832	0.0010770586507392	0.9989229413492609	0.9989229413492609	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331571548.0	40.0	16522.0	23.0	0.9980970791675476	0.997584832749668	0.9999999306333774	0.0013901480809912	0.9986098519190088	0.9986098519190088	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331588109.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331570477.0	29.0	17604.0	17.0	0.9986951835252736	0.998355356433959	0.9999999487288516	0.0009647579592531	0.9990352420407468	0.9990352420407468	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331588110.0	0.0	0.0	2.0			0.9999999939684208	1.0	0.0	0.0	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331587098.0	0.0	1012.0	1.0	0.9995061728395062	1.0	0.9999999969842012	0.0009871668311944	0.9990128331688056	0.9990128331688056	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_gt50	Indel_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331588088.0	0.0	22.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-All	All	Ods10xIds15x_HG006_sup-PAY77227_0	331588110.0	331188991.0	219.0	398900.0	421.0	0.9991984369520563	0.9994512914694614	0.9999987288240966	0.0010542896566922	0.9989457103433078	0.9989457103433078	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPts	SNPts	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2495406073.0	824.0	2167023.0	2021.0	0.9993440001143676	0.9996198993748177	0.999999190112429	0.000931746889413	0.999068253110587	0.999068253110587	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPtv	SNPtv	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2496557102.0	488.0	1016330.0	1117.0	0.9992110172470154	0.9995200714385464	0.9999995525840368	0.0010978458828813	0.9989021541171186	0.9989021541171186	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2497428223.0	392.0	145305.0	188.0	0.9980081733576016	0.9973094847526032	0.9999999247225668	0.0012921583856267	0.9987078416143732	0.9987078416143732	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2497573916.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2497422391.0	313.0	151216.0	119.0	0.99857361720112	0.997934388796864	0.999999952350874	0.0007863349522582	0.9992136650477418	0.9992136650477418	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2497573919.0	0.0	1.0	2.0	0.5	1.0	0.9999999991992228	0.6666666666666666	0.3333333333333333	0.3333333333333333	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2497562348.0	6.0	11566.0	3.0	0.9996110799014736	0.99948150708607	0.9999999987988288	0.0002593136831186	0.9997406863168812	0.9997406863168812	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_gt50	Indel_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2497573642.0	0.0	278.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-All	All	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920.0	2494080174.0	2023.0	3491723.0	3450.0	0.9992169032149322	0.9994209653477958	0.9999986167264132	0.0009870756039829	0.999012924396017	0.999012924396017	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPts	SNPts	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377594747.0	374.0	267495.0	41860.0	0.9268325641345474	0.9986037951386684	0.9998891526954112	0.1353137980637132	0.8646862019362868	0.8646862019362868	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPtv	SNPtv	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377741206.0	209.0	121201.0	25490.0	0.9041443336652978	0.9982785602503912	0.9999325244912536	0.1737666250826567	0.8262333749173433	0.8262333749173433	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377837114.0	172.0	25330.0	21856.0	0.6969513537310147	0.9932554309465924	0.999942158313722	0.4631882337981605	0.5368117662018395	0.5368117662018396	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377862607.0	4.0	5.0	356.0	0.027027027027027	0.5555555555555556	0.9999990578595024	0.9861495844875346	0.0138504155124653	0.0138504155124653	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377837039.0	124.0	25453.0	22992.0	0.6877144632676772	0.9951518942800172	0.9999391520718952	0.4746000619258953	0.5253999380741047	0.5253999380741047	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377862610.0	4.0	2.0	486.0	0.0080971659919028	0.3333333333333333	0.9999987138198856	0.9959016393442623	0.0040983606557376	0.0040983606557377	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377860108.0	17.0	2491.0	5187.0	0.4891026899666209	0.9932216905901116	0.99998627288595	0.6755665537900495	0.3244334462099505	0.3244334462099505	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_gt50	Indel_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377862510.0	3.0	103.0	262.0	0.4373673036093418	0.9716981132075472	0.9999993066265866	0.7178082191780822	0.2821917808219177	0.2821917808219178	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-All	All	Ods10xIds15x_HG006_sup-PAY77227_0	377862616.0	377419629.0	907.0	442080.0	118489.0	0.8810270677470913	0.9979525358531964	0.9996861535448984	0.2113727302080564	0.7886272697919435	0.7886272697919435	HG006	clinvar_genes	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPts	SNPts	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2516724679.0	1740.0	2216324.0	3238.0	0.9988782290350742	0.9992155321036724	0.9999987134087964	0.0014588463850074	0.9985411536149924	0.9985411536149924	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-SNPtv	SNPtv	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2517892197.0	1008.0	1049538.0	1700.0	0.998711570741808	0.9990404989405508	0.9999993248325508	0.001617140932881	0.998382859067119	0.998382859067119	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2518740378.0	955.0	201410.0	506.0	0.9963861769412858	0.995280804486942	0.9999997991059728	0.0025059925909784	0.9974940074090216	0.9974940074090216	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2518942733.0	2.0	8.0	1.0	0.8421052631578948	0.8	0.999999999603008	0.1111111111111111	0.8888888888888888	0.8888888888888888	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2518738631.0	811.0	203301.0	404.0	0.9970207225299582	0.9960266912283452	0.9999998396022796	0.0019832601065265	0.9980167398934734	0.9980167398934734	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2518942742.0	0.0	1.0	2.0	0.5	1.0	0.999999999206016	0.6666666666666666	0.3333333333333333	0.3333333333333333	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2518921288.0	46.0	21409.0	16.0	0.998554104477612	0.9978559776275926	0.9999999936480748	0.0007467911318553	0.9992532088681448	0.9992532088681448	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_gt50	Indel_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2518942399.0	1.0	343.0	0.0	0.9985443959243084	0.997093023255814	1.0	0.0	1.0	1.0	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-All	All	Ods10xIds15x_HG006_sup-PAY77227_0	2518942743.0	2515245846.0	4563.0	3692334.0	5867.0	0.998589606249978	0.9987657216308704	0.9999976674302736	0.0015864470319487	0.9984135529680512	0.9984135529680512	HG006	giabHC	-1	-2	ont	sentdhio	15.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-SNPts	SNPts	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2797104416.0	4318.0	2216909.0	134270.0	0.9696903555808474	0.9980560293927636	0.9999519990908634	0.0571075192488534	0.9428924807511464	0.9428924807511464	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-SNPtv	SNPtv	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2798283973.0	2664.0	1039006.0	83245.0	0.9602993824635928	0.997442568183782	0.9999702522958872	0.0741768107134678	0.9258231892865322	0.9258231892865322	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2799170047.0	2278.0	153318.0	32557.0	0.8979854804653983	0.9853595208103036	0.9999883691877276	0.1751553463349024	0.8248446536650975	0.8248446536650975	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2799325623.0	11.0	9.0	559.0	0.0306122448979591	0.45	0.9999998003090874	0.9841549295774648	0.0158450704225352	0.0158450704225352	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2799163775.0	2009.0	159859.0	46361.0	0.8685912064506314	0.9875886524822696	0.999983437827906	0.2248133061778683	0.7751866938221317	0.7751866938221317	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2799325618.0	21.0	4.0	1550.0	0.0050664977834072	0.16	0.9999994462955178	0.9974259974259976	0.0025740025740025	0.0025740025740025	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2799312073.0	128.0	13442.0	4727.0	0.8470336179463752	0.9905674281503316	0.9999983113736894	0.2601684187352083	0.7398315812647918	0.7398315812647916	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_gt50	Indel_gt50	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2799324932.0	18.0	693.0	557.0	0.7067822539520653	0.9746835443037974	0.9999998010234956	0.4456	0.5544	0.5544	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-All	All	Ods10xIds9x_HG006_sup-PAY77227_0	2799325643.0	2795730956.0	11447.0	3583240.0	303826.0	0.957861078814016	0.996815578101793	0.9998913368310166	0.0781633242142016	0.9218366757857984	0.9218366757857984	HG006	ultima	-1	-2	ont	sentdhio	9.0	10.0	0.0
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-SNPts	SNPts	Ods10xIds9x_HG006_sup-PAY77227_0	3088286401.0	3086002141.0	6345.0	2277915.0	443346.0	0.9101610002235532	0.9972222951853116	0.999856357093664	0.1629193230638296	0.8370806769361704	0.8370806769361704	HG006	hg38	-1	-2	ont	sentdhio	9.0	10.0	0.0
